Item,Parent,2007-08,2013-14,2006-07,2008-09,2011-12,2004-05,2009-10,2005-06,2012-13,2010-11
Liabilities,,10954000000,25723000000,10234000000,13460000000,24099000000,9926000000,16946000000,10111000000,25513000000,18388000000
Deposits held,Liabilities,326000000,522000000,286000000,391000000,528000000,338000000,683000000,369000000,362000000,384000000
Advances received,Liabilities,510000000,438000000,523000000,496000000,454000000,549000000,482000000,536000000,439000000,468000000
Borrowing,Liabilities,1046000000,11362000000,996000000,1847000000,8871000000,1315000000,4315000000,1026000000,11104000000,5577000000
Unfunded superannuation liability and other employee entitlements,Liabilities,7644000000,11061000000,7133000000,9173000000,11758000000,7023000000,9562000000,7009000000,11072000000,9838000000
Other provisions,Liabilities,0,20000000,0,0,0,0,0,0,2000000,12000000
Other non-equity liabilities,Liabilities,1429000000,2321000000,1297000000,1553000000,2488000000,701000000,1903000000,1171000000,2535000000,2109000000
