year,category,amount
2012,Non-Current Assets,129273000000
2010,Non-Current Assets,88852000000
2011,Non-Current Assets,102920000000
2012,Current Assets,129273000000
2010,Current Assets,88852000000
2011,Current Assets,102920000000
