year,category,amount
2012,Non-Current Assets,117573000000
2010,Non-Current Assets,112773000000
2011,Non-Current Assets,119545000000
2012,Current Assets,117573000000
2010,Current Assets,112773000000
2011,Current Assets,119545000000
