year,category,amount
2009,Current ,10027600000
2012,Current ,13134800000
2010,Current ,10669600000
2011,Current ,12982599999
2009,Non-Current,10027600000
2012,Non-Current,13134800000
2010,Non-Current,10669600000
2011,Non-Current,12982599999
