year,category,amount
2012,Net Operating Costs,57600000000
2010,Net Operating Costs,40317000000
2011,Net Operating Costs,48324000000
2012,Net Finance Costs,57600000000
2010,Net Finance Costs,40317000000
2011,Net Finance Costs,48324000000
2012,Taxation,57600000000
2010,Taxation,40317000000
2011,Taxation,48324000000
