year,category,amount
2013,Gina Rinehart,54400000000
2013,Ivan Glasenberg,54400000000
2013,Andrew Forrest,54400000000
2013,James Packer,54400000000
2013,Frank Lowy,54400000000
2013,Harry Triguboff,54400000000
2013,Anthony Pratt,54400000000
2013,John Gandel,54400000000
2013,Angela Bennet,54400000000
2013,Kerr Neilson,54400000000
