year,category,amount
2012,Non-financial assets,332411000000
2013,Non-financial assets,352469000000
2014,Non-financial assets,376601000000
2011,Non-financial assets,323370000000
2012,Financial assets,332411000000
2013,Financial assets,352469000000
2014,Financial assets,376601000000
2011,Financial assets,323370000000
